Based_On,Drug Category,Drug Class,Medications,AHA Lab Trigger - Organs Dysfunctional,AHA Lab Trigger - Organs Problematic,AHA Lab Trigger - Biomarker Abnormal,AHA Lab Trigger - Biomarker Low,AHA Lab Trigger - Biomarker High,Caution Note,ICD-10 Diagnosis,ICD-10 Diagnostic Code,SNOMED,,
Class,Pulmonary,Beta-2 agonists,"Formoterol, Salmeterol,Terbutaline, Arformoterol, Pirbuterol, Procaterol, Levalbuterol, Fenoterol, Bitolterol, Metaproterenol, Olodaterol, Vilanterol, Higenamine, Indacaterol, Levosalbutamol, Reproterol, Salbutamol, Tretoquinol, Trimetoquinol, Tulobuterol, Clenbuterol","heart, pancreas, liver, Kidney & Adrenal Glands","heart, pancreas, liver, Kidney & Adrenal Glands",,,"blood glucose, HbA1c","The medication functions by relaxing muscles in the lungs and blood vessels, while promoting stored glucose (glycogen) breakdown. This can lead to potential side effects, such as tremors, anxiety, shakiness, headaches, dizziness, increased heart rate and blood pressure, muscle cramps, throat or nose pain, digestive and sleep problems.",Adverse effect of agent primarily acting on respiratory system,T48.905A,62014003,,
Drug,Pulmonary,Beta-2 agonist Albuterol,Albuterol,"heart, pancreas, liver, Kidney & Adrenal Glands","heart, pancreas, liver, Kidney & Adrenal Glands",,,"blood glucose, HbA1c","The medication functions by relaxing muscles in the lungs and blood vessels, while promoting stored glucose (glycogen) breakdown. This can lead to potential side effects, such as tremors, anxiety, shakiness, headaches, dizziness, increased heart rate and blood pressure, muscle cramps, throat or nose pain, digestive and sleep problems.",Adverse effect of albuterol,T48.6X5A,292495000,,
Class,Pulmonary,Theophylline,Theophylline,"heart, Kidney & Adrenal Glands","heart, Kidney & Adrenal Glands",,"hemoglobin, RBC, hematocrit",,"The medication functions by increasing blood flow in the lungs. This can alter fluid balance and cause potential side effects, such as mood disturbances (i.e., depression, anxiety, aggression, irritability), sleep troubles, lightheadedness, shakiness, headache, digestive issues, breathing difficulty, chest pain, elevated heart rate, tremors, and seizures. ",Adverse effect of agent primarily acting on respiratory system,T48.905A,62014003,,
Class,Pulmonary,Expectorants,"Guaifenesin, Mucinex, Xpect, Healthy Accents Tussin Dm, Potassium Iodide, Iostat, Carbocisteine, Erdosteine,Ambroxol","stomach, small intestine","stomach, small intestine",,,,"The medication functions by blocking the cough reflex by brain cells, increasing saliva production, and reducing respiratory tract secretion. Potential side effects include dizziness, constipation, headache, and fatigue.",Adverse effect of agent primarily acting on respiratory system,T48.905A,62014003,,
Class,Pulmonary,Leukotriene modifiers,"Montelukast, Singulair, Zafirlukast, Accolate, Pranlukastzileuton","small intestine, liver","small intestine, liver","homocysteine, BUN, total protein, CRP, hs-CRP, bilirubin",,,"The medication functions by increasing blood flow in the lungs. This can alter fluid balance and cause potential side effects, such as mood disturbances (i.e., depression, anxiety, aggression, irritability), sleep troubles, lightheadedness, shakiness, headache, digestive issues, breathing difficulty, chest pain, elevated heart rate, tremors, and seizures. ",Adverse effect of agent primarily acting on respiratory system,T48.905A,62014003,,
Class,Serotonin 5-HT3 receptor antagonists,Serotonin 5-HT3 receptor antagonists,"Ondansetron, Zofran, Granisetron, Kytril, Dolasetron, Anzemet, Palonosetron, Aloxi, Alosetron, Lotronex","heart, stomach, small intestine","heart, stomach, small intestine",,,,"The medication enhances the release of serotonin in the brain, a neurotransmitter and hormone that regulates mood, cognition, sleep, and digestion. Potential side effects may include cognitive disturbances (such as confusion, headache, dizziness, fatigue, agitation, and restlessness), abnormal heart rhythms, and gastrointestinal symptoms (such as constipation or diarrhea).",,,,,
Class,Urinary incontinence,Antimuscarinic agents,"Atropine, Scopolamine, Oxybutynin, Tolterodine, Glycopyrrolate, Trospium, Darifenacin,Solifenacin","heart, stomach, prostate, liver, Kidney & Adrenal Glands, small intestine","heart, stomach, prostate, liver, Kidney & Adrenal Glands, small intestine",,,,"The medication functions by blocking the activity of acetylcholine, a neurotransmitter that regulates cognition, movement, and many vital bodily functions. Potential side effects include dry mouth, blurred vision, constipation, urinary retention, rapid heart rate, and cognitive impairment. In severe cases, it can increase the risk of glaucoma and severe multiorgan injury. ",Side effect of drug,T88.7XXA,69449002,,
Class,Nocturnal urinary frequency drugs,Nocturnal urinary frequency drugs,"Desmopressin, Vasopressin, Terlipressin, Conivaptan, Vaprisol, Tolvaptan, Jinarc, Samsca, Demeclocycline, Argipressin, Lypressin, Ornipressin, Oxytocin","lungs, heart, liver, Kidney & Adrenal Glands","lungs, heart, liver, Kidney & Adrenal Glands","sodium, potassium, chloride, magnesium, phosphorus, blood glucose, HbA1c",,,"The medication can interfere with fluid and electrolyte balance, leading to fluid retention in various organs. Potential side effects include irregular heart rhythm, sudden fluctuation in blood pressure, weakness, muscle or joint pain, dizziness, fainting spells, frequent urination, increased thirst, fatigue, nausea, dry mouth, constipation, and sexual dysfunction. It may also impact the brain and nervous system, causing confusion, anxiety, depression, paranoia, psychosis, suicidal thoughts, gait instability, or headaches. Long-term use may increase the risk of fractures, falls, dementia, prostate enlargement, stroke, heart attack, and overall mortality.",Side effect of drug,T88.7XXA,69449002,,
Class,"Urinary retention, decreased bowel motility, and to reverse neuromuscular blockade (such as in myasthenia gravis)",Muscarinic agonist,"Bethanechol, Urecholine, Duvoid, Prostigmin, Bloxiverz","heart, stomach, prostate, liver, Kidney & Adrenal Glands, small intestine","heart, stomach, prostate, liver, Kidney & Adrenal Glands, small intestine",,,,"The medication dysregulates digestive, kidneys, and bladder function. Potential side effects include diarrhea, bladder spasms, sweating, drooling, and sudden fluctuations in heart rate and blood pressure.",Side effect of drug,T88.7XXA,69449002,,
Class,Overactive Bladder,Beta-3 adrenergic receptor agonist,"Mirabegron, Myrbetriq, Vibegron","heart, small intestine, Kidney & Adrenal Glands","heart, small intestine, Kidney & Adrenal Glands",,,,"The medication functions by increasing the production of growth-promoting hormones like insulin, pituitary growth hormone, thyroid hormones, and the sex hormones testosterone and estrogen. Key metabolic pathways may be altered, thereby reducing the breakdown of specific dietary fats and proteins and elevating blood glucose levels. Side effects include headache, dizziness, muscle and joint pain, weakness, digestive disturbances, sleep issues, skin flushing, confusion, and memory loss. Long-term use can increase the risk of diabetes, obesity, neurological autoimmune disorders, vascular diseases, and cancer cell growth.",Side effect of drug,T88.7XXA,69449002,,
Class,Anti-thyroid gland,Anti-thyroid gland,"Methimazole, Propylthiouracil",,,,,"blood glucose, HbA1c, cholesterol, Triglycerides","The medication functions by reducing the synthesis of thyroid hormones. Long-term use or inappropriate dosing can decreases red blood cell production and trigger inflammatory processes that raise blood pressure, decrease blood flow, and prematurely damage various organs, muscles, joints, and soft tissues. ",,,,,
Class,Hormones,Thyroid hormones,"Levothyroxine, Synthroid, Dessicated Thyroid, Liothyronine, Tirosint",,,,,"blood glucose, HbA1c, cholesterol, Triglycerides","The medication functions by reducing the uptake of thyroid hormones into cells. Long-term use or inappropriate dosing can decreases red blood cell production and trigger inflammatory processes that raise blood pressure, decrease blood flow, and prematurely damage various organs, muscles, joints, and soft tissues. ",Adverse effect hormone,T38.805A,293133009,,
Class,Hormones,Gonadotropin-releasing hormone (GnRH) agonist,"Leuprolide, Buserelin, Deslorelin, Fertirelin, Gonadorelin, Histrelin, Nafarelin, Triptorelin","Kidney & Adrenal Glands, liver, thyroid, heart",,"creatinine, BUN",,"blood glucose, HbA1c, cholesterol, Triglycerides","The medication functions by altering hormonal balance, such as growth-promoting hormones like insulin, pituitary growth hormone, thyroid hormones, and the sex hormones testosterone and estrogen. Key metabolic pathways may be altered, thereby reducing the breakdown of specific dietary fats and proteins and elevating blood glucose levels. Side effects include headache, dizziness, muscle and joint pain, weakness, digestive disturbances, sleep issues, skin flushing, confusion, and memory loss. Long-term use can increase the risk of diabetes, obesity, neurological autoimmune disorders, vascular diseases, and cancer cell growth.",Adverse effect hormone,T38.805A,293133009,,
Class,Hormones,Growth hormone,"Genotropin, Humatrope, Norditropin, Nutropin/Nutropin Aq, Serostim, Zomacton, Sermorelin, Human Chorionic Gonadotropin, Pregnyl, Novarel, Choriogonadotropin Alfa, Ovidrel, Follitropin Alfa, Gonal-F Rff, Gonal-F, Menotropins, Menopur, Follistim Aq, Gonal-F","Kidney & Adrenal Glands, liver, thyroid, heart",,"creatinine, BUN",,"blood glucose, HbA1c, cholesterol, Triglycerides","The medication functions by altering hormonal balance, such as growth-promoting hormones like insulin, pituitary growth hormone, thyroid hormones, and the sex hormones testosterone and estrogen. Key metabolic pathways may be altered, thereby reducing the breakdown of specific dietary fats and proteins and elevating blood glucose levels. Side effects include headache, dizziness, muscle and joint pain, weakness, digestive disturbances, sleep issues, skin flushing, confusion, and memory loss. Long-term use can increase the risk of diabetes, obesity, neurological autoimmune disorders, vascular diseases, and cancer cell growth.",Adverse effect hormone,T38.805A,293133009,,
Class,Hormones,Androgens,"Methytestosterone, Testosterone, Bicalutamide, Danazol, Fluoxymesterone, Nilutamide, Oxandrolone, Oxymetholone, Testosterone Cypionate, Testosterone Enanthate, Testosterone Undecanoate, Trenbolone, Oxymetholone, Methandrostenolone, Nandrolone, Stanozolol, Boldenone","Kidney & Adrenal Glands, liver, thyroid, heart",,"creatinine, BUN",,,"The medication functions by altering hormonal balance, such as growth-promoting hormones like insulin, pituitary growth hormone, thyroid hormones, and the sex hormones testosterone and estrogen. Key metabolic pathways may be altered, thereby reducing the breakdown of specific dietary fats and proteins and elevating blood glucose levels. Side effects include headache, dizziness, muscle and joint pain, weakness, digestive disturbances, sleep issues, skin flushing, confusion, and memory loss. Long-term use can increase the risk of diabetes, obesity, neurological autoimmune disorders, vascular diseases, and cancer cell growth.",Adverse effect hormone,T38.805A,293133009,,
Class,Hormones,Progestins,"Megestrol, Megacemegace Es, Heather, Depo-Provera, Nexplanon, Mirena, Kyleena, Liletta, Skyla, Medroxyprogesterone, Provera, Amen, Curretab, Cycrin, Norethindrone, Camila, Errin, Micronor, Aygestin, Levonorgestrel, Aftera, Fallback Solo, Plan B One-Step, Desogestrel, Dydrogesterone, Norgestrel, Norgestimate, Progesterone","Kidney & Adrenal Glands, liver, thyroid, heart",,"creatinine, BUN",,,"The medication functions by altering hormonal balance, such as growth-promoting hormones like insulin, pituitary growth hormone, thyroid hormones, and the sex hormones testosterone and estrogen. Key metabolic pathways may be altered, thereby reducing the breakdown of specific dietary fats and proteins and elevating blood glucose levels. Side effects include headache, dizziness, muscle and joint pain, weakness, digestive disturbances, sleep issues, skin flushing, confusion, and memory loss. Long-term use can increase the risk of diabetes, obesity, neurological autoimmune disorders, vascular diseases, and cancer cell growth.",Adverse effect hormone,T38.805A,293133009,,
Class,Hormones,Estrogens,"Estradiol, Ethinylestradiol, Mestranol, Quinestrol, Diethystilbestrol, Estropipate, Estrogel, Evamist, Femring, Menest, Menostar, Minivelle, Ogen, Premarin","Kidney & Adrenal Glands, liver, thyroid, heart",,"creatinine, BUN",,,"The medication functions by altering hormonal balance, such as growth-promoting hormones like insulin, pituitary growth hormone, thyroid hormones, and the sex hormones testosterone and estrogen. Key metabolic pathways may be altered, thereby reducing the breakdown of specific dietary fats and proteins and elevating blood glucose levels. Side effects include headache, dizziness, muscle and joint pain, weakness, digestive disturbances, sleep issues, skin flushing, confusion, and memory loss. Long-term use can increase the risk of diabetes, obesity, neurological autoimmune disorders, vascular diseases, and cancer cell growth.",Adverse effect hormone,T38.805A,293133009,,
Class,Hormones,Selective estrogen receptor modulators (SERMs),"Tamoxifen, Nolvadex, Raloxifene, Evista, Toremifene, Fareston, Clomiphene, Clomid, Ospemifene, Osphena, Fulvestrant, Faslodex","Kidney & Adrenal Glands, liver, thyroid, heart",,"creatinine, BUN",,,"The medication functions by altering hormonal balance, such as growth-promoting hormones like insulin, pituitary growth hormone, thyroid hormones, and the sex hormones testosterone and estrogen. Key metabolic pathways may be altered, thereby reducing the breakdown of specific dietary fats and proteins and elevating blood glucose levels. Side effects include headache, dizziness, muscle and joint pain, weakness, digestive disturbances, sleep issues, skin flushing, confusion, and memory loss. Long-term use can increase the risk of diabetes, obesity, neurological autoimmune disorders, vascular diseases, and cancer cell growth.",Side effect of drug,T88.7XXA,69449002,,
Class,Hormones,Anti-androgen (anti-testosterone),"Abiraterone, Apalutamide, Bicalutamide, Cyproterone Acetate, Darolutamide, Enzalutamide, Flutamide, Nilutamide","Kidney & Adrenal Glands, liver, thyroid, heart",,"creatinine, BUN",,,"The medication functions by altering hormonal balance, such as growth-promoting hormones like insulin, pituitary growth hormone, thyroid hormones, and the sex hormones testosterone and estrogen. Key metabolic pathways may be altered, thereby reducing the breakdown of specific dietary fats and proteins and elevating blood glucose levels. Side effects include headache, dizziness, muscle and joint pain, weakness, digestive disturbances, sleep issues, skin flushing, confusion, and memory loss. Long-term use can increase the risk of diabetes, obesity, neurological autoimmune disorders, vascular diseases, and cancer cell growth.",Side effect of drug,T88.7XXA,69449002,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,It is best to gradually taper off of all drugs used long-term to avoid rebound side effects.,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Deprescribing Resources,,,,,,,,,,,,,
,https,//deprescribing.org/resources/,evidence-based guidelineseasy-to-use algorithms about whenhow to stop common types of medications,,,,,,,69449002,,T88.7XXA,,Side effect of drug
,https,//www.deprescribingnetwork.ca/,"resources for healthcare professionals, including deprescribing-oriented patient handouts about medications that are commonly inappropriate for older patientsthose with complex chronic conditions",,,,,,,401207004,,T50.905A,,Medication side effects present
,HealthinAging.org,,,,,,,,,35688006,,T88.9XXA,,Side effects of treatment
,www.ahealthacademy.com,,,,,,,,,,,,,
